Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,51499893,16,17,2357,10774,463,0,147.3125,217.321488,1460,0,633.7647059,623.8498947,254.9714035,0.64077803,1609371.656,3431742.136,10000000,70,45600000,3037134.333,4435078.561,10000000,157,51500000,3217789.813,4349104.013,10000000,182,0,0,0,0,332,400,0.310680257,0.330097773,0,1460,386.2058824,523.3799118,273926.5321,0,0,0,1,0,0,0,0,1,397.9090909,147.3125,633.7647059,332,0,0,0,0,0,0,16,2357,17,10774,8192,34,15,20,1386391.75,2742330.173,5499887,15013,10000000.0,2498.965786,10000000,9999771,BENIGN
443,115274227,21,18,1184,5368,804,0,56.380952381,179.1416970419,2836,0,298.2222222222,730.4664549656,56.8383772376,0.338323674,3033532.28947368,4574204.06287576,10023665,2,115274227,5763711.35,4957978.42017729,10059916,2,110620838,6507108.11764706,4941588.08435949,10059858,185,0,0,0,0,680,584,0.182174286,0.156149388,0,2836,163.8,514.0864538687,264284.882051282,0,0,0,1,0,0,0,0,0,168.0,56.380952381,298.2222222222,680,0,0,0,0,0,0,21,1184,18,5368,29200,361,4,32,45000.0909090909,28889.9455120793,132106,36193,10011425.5454545,5878.7806280493,10023665,9997448,BENIGN
53,30697,1,1,46,74,46,46,46.0,0.0,74,74,74.0,0.0,3909.176793,65.15294654,30697.0,0.0,30697,30697,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.57647327,32.57647327,46,74,55.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,83.0,46.0,74.0,32,0,0,0,0,0,0,1,46,1,74,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,671920,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,17313.07298,10.41790689,111986.6667,274000.1295,671287,4,575,287.5,400.9295449,571,4,671764,223921.3333,387430.1031,671287,4,0,0,0,0,72,92,4.46481724,5.953089654,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
38637,59,2,1,31,6,31,0,15.5,21.9203102168,6,6,6.0,0.0,627118.644067797,50847.4576271186,29.5,37.4766594029,56,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,20,33898.3050847458,16949.1525423729,0,31,17.0,16.3503312912,267.3333333333,0,1,0,0,1,0,0,0,0,22.6666666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1039,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60574470,17,16,1297,9731,336,0,76.29411765,130.222293,1737,0,608.1875,721.5298764,182.0568962,0.544783966,1892952.188,3932628.312,10200000,17,60600000,3785904.375,4987330.066,10200000,217,60500000,4032678.8,5061336.39,10200000,51,0,0,0,0,552,520,0.280646285,0.26413768,0,1737,324.3529412,564.6309539,318808.1141,0,0,0,1,0,0,0,0,0,334.1818182,76.29411765,608.1875,552,0,0,0,0,0,0,17,1297,16,9731,29200,131,5,32,153600.3333,171034.5225,502723,83589,9942073.0,437822.8787,10200000,9056622,BENIGN
80,99677862,9,7,372,11595,372,0,41.33333333,124.0,4344,0,1656.428571,1547.737688,120.0567484,0.160517087,6645190.8,25700000.0,99500000,1,99500000,12400000.0,35200000.0,99500000,1,144605,24100.83333,53583.66332,133116,47,0,0,0,0,296,232,0.090290861,0.070226225,0,4344,703.9411765,1257.317605,1580847.559,0,0,0,0,1,0,0,0,0,747.9375,41.33333333,1656.428571,296,0,0,0,0,0,0,9,372,7,11595,251,235,1,32,1005.0,0.0,1005,1005,99500000.0,0.0,99500000,99500000,DoS Hulk
80,85479048,8,6,750,11595,372,0,93.75,171.7521054,4344,0,1932.5,1754.831473,144.4213557,0.163782825,6575311.385,23600000.0,85200000,1,85400000,12200000.0,32200000.0,85200000,1,272375,54475.0,98386.12352,226979,17,0,0,0,0,252,200,0.093590186,0.070192639,0,4344,823.0,1412.22656,1994383.857,0,0,0,0,1,0,0,0,0,881.7857143,93.75,1932.5,252,0,0,0,0,0,0,8,750,6,11595,251,235,3,20,986.0,0.0,986,986,85200000.0,0.0,85200000,85200000,DoS Hulk
53,181,2,2,100,310,50,50,50.0,0.0,155,155,155.0,0.0,2265193.37,22099.44751,60.33333333,98.43949072,174,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,11049.72376,11049.72376,50,155,92.0,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,115.0,50.0,155.0,40,0,0,0,0,0,0,2,100,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4597296,4,4,412,128,412,0,103.0,206.0,128,0,32.0,64.0,117.4603506,1.740153342,656756.5714,1251549.188,3322320,100,1274976,424992.0,647968.4278,1173114,41022,4556374,1518791.333,1690511.875,3341759,2806,0,0,0,0,92,92,0.870076671,0.870076671,0,412,60.0,138.6217876,19216.0,0,0,0,1,0,0,0,0,1,67.5,103.0,32.0,92,0,0,0,0,0,0,4,412,4,128,8192,4106,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
38446,69,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,449275.362318841,43478.2608695652,34.5,47.3761543395,68,1,69,34.5,47.3761543395,68,1,0,0.0,0.0,0,0,0,0,0,0,96,0,43478.2608695652,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,96,0,0,0,0,0,0,3,31,0,0,59,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53304,42,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,880952.381,71428.57143,21.0,24.04163056,38,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,20,47619.04762,23809.52381,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,30502,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,381188.1188,262.2778834,4357.428571,8456.90879,22461,49,7871,3935.5,5282.794762,7671,200,30412,7603.0,10561.03038,22461,49,0,0,0,0,72,112,98.35420628,163.9236771,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
7103,51,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,313725.4902,78431.37255,17.0,27.71281292,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,48,40,39215.68627,39215.68627,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5236883,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.763813131,1745627.667,2979564.964,5186009,147,5236883,2618441.5,3631088.781,5186009,50874,0,0.0,0.0,0,0,0,0,0,0,72,32,0.572859848,0.190953283,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,72,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30807,4,2,168,204,42,42,42.0,0.0,102,102,102.0,0.0,12075.1777193495,194.7609309573,6161.4,13575.2304694985,30444,3,30451,10150.3333333333,17574.8308763792,30444,3,3,3.0,0.0,3,3,0,0,0,0,80,40,129.8406206382,64.9203103191,42,102,59.1428571429,29.2770021885,857.1428571429,0,0,0,0,0,0,0,0,0,69.0,42.0,102.0,80,0,0,0,0,0,0,4,168,2,204,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98633802,7,7,324,11595,300,0,46.28571429,111.9132317,5792,0,1656.428571,2425.837852,120.8409263,0.14193917,7587215.538,27300000.0,98600000,1,98600000,16400000.0,40300000.0,98600000,1,98600000,16400000.0,40300000.0,98600000,48,0,0,0,0,184,232,0.070969585,0.070969585,0,5792,795.0,1795.315929,3223159.286,1,0,0,0,0,0,0,0,1,851.7857143,46.28571429,1656.428571,184,0,0,0,0,0,0,7,324,7,11595,0,235,4,20,10067.0,0.0,10067,10067,98600000.0,0.0,98600000,98600000,DoS Hulk
53,52876,1,1,52,116,52,52,52.0,0.0,116,116,116.0,0.0,3177.244875,37.82434375,52876.0,0.0,52876,52876,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18.91217187,18.91217187,52,116,73.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,110.0,52.0,116.0,20,0,0,0,0,0,0,1,52,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,102421918,41,28,13952,2594,1031,0,340.2926829,435.3692251,160,0,92.64285714,78.35778072,161.5474532,0.673683928,1506204.676,3216300.387,10000000,3,102000000,2560547.95,3893174.804,10100000,393,102000000,3791524.407,4256072.548,10100000,3,0,0,0,0,832,656,0.400304943,0.273378985,0,1031,236.3714286,357.6231995,127894.3528,0,0,0,1,0,0,0,0,0,239.7971014,340.2926829,92.64285714,832,0,0,0,0,0,0,41,13952,28,2594,8192,220,40,20,1250869.4,1744841.873,4678598,50120,8919452.0,2003449.371,10000000,5057229,BENIGN
55300,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,40,0,0,0,0,0,0,2,31,0,0,30016,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31378,4,2,120,414,30,30,30.0,0.0,207,207,207.0,0.0,17018.2930715788,191.2167760852,6275.6,13872.7463683295,31091,2,31097,10365.6666666667,17948.6651685671,31091,3,2,2.0,0.0,2,2,0,0,0,0,104,40,127.4778507234,63.7389253617,30,207,80.5714285714,86.3671564559,7459.2857142857,0,0,0,0,0,0,0,0,0,94.0,30.0,207.0,104,0,0,0,0,0,0,4,120,2,414,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47402,1,1,59,155,59,59,59.0,0.0,155,155,155.0,0.0,4514.5774439897,42.1923125607,47402.0,0.0,47402,47402,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,21.0961562803,21.0961562803,59,155,91.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,136.5,59.0,155.0,20,0,0,0,0,0,0,1,59,1,155,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2160,67,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,89552.23881,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14925.37313,14925.37313,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,617713,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,18832.37037,12.95099828,88244.71429,233007.1657,616655,5,845,422.5,488.6107858,768,77,617665,154416.25,308159.3858,616655,5,0,0,0,0,72,112,4.856624355,8.094373924,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
55455,731019,7,2,11601,26,4380,0,1657.285714,1964.895647,20,6,13.0,9.899494937,15905.19535,12.3115815,91377.375,255001.236,722442,112,731019,121836.5,294251.6847,722442,112,356,356.0,0.0,356,356,0,0,0,0,164,40,9.575674504,2.735907001,0,4380,1162.7,1791.113375,3208087.122,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,46733253,60,88,2562,116862,861,0,42.7,187.7071556,2920,0,1327.977273,481.4094961,2555.439485,3.166909866,317913.2857,1705006.677,10200000,1,41300000,699613.3898,2565562.642,10200000,1,46700000,536989.1264,2198859.62,10200000,1,0,0,0,0,1220,1772,1.283882378,1.883027488,0,2920,801.5033557,743.5408314,552852.9679,0,0,0,1,0,0,0,0,1,806.9189189,42.7,1327.977273,1220,0,0,0,0,0,0,60,2562,88,116862,29200,34,3,20,201067.5,371873.711,758878,14953,10100000.0,124268.598,10200000,9990324,BENIGN
53,171,2,2,78,358,39,39,39.0,0.0,179,179,179.0,0.0,2549707.602,23391.81287,57.0,93.53074361,165,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11695.90643,11695.90643,39,179,95.0,76.68115805,5880.0,0,0,0,0,0,0,0,0,1,118.75,39.0,179.0,40,0,0,0,0,0,0,2,78,2,358,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,186,2,2,68,132,34,34,34.0,0.0,66,66,66.0,0.0,1075268.817,21505.37634,62.0,65.47518614,133,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,10752.68817,10752.68817,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34.0,66.0,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
35915,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,401,341,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2710,54,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,111111.1111,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18518.51852,18518.51852,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,17544385,12,11,1977,3407,677,0,164.75,263.2403413,1460,0,309.7272727,522.5558517,306.8788105,1.310960743,797472.0455,2338597.124,9950468,4,17500000,1594944.091,3193334.59,9950468,4,12200000,1216820.4,3157730.975,10100000,4,0,0,0,0,252,232,0.683979518,0.626981225,0,1460,224.3333333,399.2404383,159392.9275,0,0,0,1,0,0,0,0,0,234.0869565,164.75,309.7272727,252,0,0,0,0,0,0,12,1977,11,3407,8192,10240,6,20,1160224.0,1495624.18,2217790,102658,7611966.5,3307140.537,9950468,5273465,BENIGN
443,195,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10256.41026,195.0,0.0,195,195,195,195.0,0.0,195,195,0,0.0,0.0,0,0,0,0,0,0,64,0,10256.41026,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,304,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48320,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,4387.417219,82.78145695,16106.66667,27891.50283,48313,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,41.39072848,41.39072848,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100197719,8,6,307,11595,307,0,38.375,108.5408909,4344,0,1932.5,1977.812908,118.7851392,0.13972374,7707516.846,27700000.0,100000000,1,100000000,14300000.0,37800000.0,100000000,1,149478,29895.6,60668.21202,138090,48,0,0,0,0,264,200,0.079842137,0.059881603,0,4344,793.4666667,1526.351058,2329747.552,0,0,0,0,1,0,0,0,0,850.1428571,38.375,1932.5,264,0,0,0,0,0,0,8,307,6,11595,274,235,1,32,1002.0,0.0,1002,1002,100000000.0,0.0,100000000,100000000,DoS Hulk
80,51,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,235294.1176,39215.68627,51.0,0.0,51,51,51,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0,0,0,40,0,39215.68627,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5181255,9,10,843,7190,522,0,93.66666667,175.8635835,1460,0,719.0,667.595686,1550.396574,3.667065219,287847.5,1163584.823,4949762,21,5181255,647656.875,1738592.448,4949940,212,5157597,573066.3333,1660251.012,4999804,47,0,0,0,0,192,208,1.737030893,1.930034326,0,1460,401.65,574.9460638,330562.9763,0,0,0,1,0,0,0,0,1,422.7894737,93.66666667,719.0,192,0,0,0,0,0,0,9,843,10,7190,8192,25,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
20305,1406133,4,3,11601,26,8760,0,2900.25,4128.319301,20,0,8.666666667,10.26320288,8268.776851,4.978191963,234355.5,569002.4151,1395799,5,1406133,468711.0,802897.2164,1395799,185,9946,4973.0,7025.812978,9941,5,0,0,0,0,92,72,2.844681122,2.133510841,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,1,0,0,0,0,1661.0,2900.25,8.666666667,92,0,0,0,0,0,0,4,11601,3,26,29200,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,339444,19,15,1540,13724,1285,0,81.0526315789,294.004813582,1413,0,914.9333333333,664.7653148364,44967.6529854704,100.1637972685,10286.1818181818,31805.6561110349,173325,1,339444,18858.0,58973.5334665425,250302,1,290726,20766.1428571429,46818.4653543008,173325,3,0,0,0,0,620,488,55.9738867089,44.1899105596,0,1413,436.1142857143,636.3313404115,404917.574789916,0,0,0,1,0,0,0,0,0,448.9411764706,81.0526315789,914.9333333333,620,0,0,0,0,0,0,19,1540,15,13724,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117875716,15,15,849,4390,233,0,56.6,81.57625705,1448,0,292.6666666667,502.6836077731,44.4451170927,0.254505347,4064679.86206896,15167811.9859386,58938379,3,117875716,8419694.0,21361664.999314,58938379,4,117853607,8418114.78571429,21373985.555163,59003083,3,0,0,0,0,488,488,0.1272526735,0.1272526735,0,1448,169.0,368.7052119693,135943.533333333,0,0,0,1,0,0,0,0,1,174.6333333333,56.6,292.6666666667,488,0,0,0,0,0,0,15,849,15,4390,29200,126,7,32,101322.0,51859.2113322214,137992,64652,58825363.0,159828.759965158,58938379,58712347,BENIGN
443,179767,30,33,822,57478,220,0,27.4,62.1586402,2896,0,1741.757576,980.9107385,324308.6885,350.4536428,2899.467742,6219.387084,25775,3,179767,6198.862069,9578.74189,28735,48,122623,3831.96875,9312.909259,45441,4,0,0,0,0,968,1064,166.882687,183.5709557,0,2896,910.9375,1112.195054,1236977.837,0,0,0,1,0,0,0,0,1,925.3968254,27.4,1741.757576,968,0,0,0,0,0,0,30,822,33,57478,29200,126,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30850,1,1,55,136,55,55,55.0,0.0,136,136,136.0,0.0,6191.247974,64.82982172,30850.0,0.0,30850,30850,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,32.41491086,32.41491086,55,136,82.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,123.0,55.0,136.0,40,0,0,0,0,0,0,1,55,1,136,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,88797,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1081.1176053245,22.5232834443,88797.0,0.0,88797,88797,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,11.2616417221,11.2616417221,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115640451,24,26,1147,20321,688,0,47.79166667,143.5039703,2920,0,781.5769231,929.385697,185.6443815,0.432374654,2360009.204,4206222.77,10000000,3,116000000,5027845.696,4984816.034,10000000,3,110000000,4417800.96,5056856.531,10000000,48,0,0,0,0,504,664,0.207539834,0.22483482,0,2920,420.9411765,761.1579182,579361.3765,0,0,0,1,0,0,0,0,1,429.36,47.79166667,781.5769231,504,0,0,0,0,0,0,24,1147,26,20321,8192,989,22,20,58992.5,106493.6249,397155,28093,9577711.5,1390764.263,10000000,5167242,BENIGN
53,269,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,2319702.602,14869.88848,89.66666667,113.3945913,218,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,7434.944238,7434.944238,28,284,130.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,163.0,28.0,284.0,64,0,0,0,0,0,0,2,56,2,568,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,46750327,10,9,746,1025,373,0,74.6,146.549347,579,0,113.8888889,225.5362745,37.88208797,0.40641427,2597240.389,4187068.008,10000000,4,42200000,4693027.889,5150703.464,10200000,102,46600000,5823081.0,4822787.633,10200000,4,0,0,0,0,212,240,0.213902247,0.192512022,0,579,88.55,180.0276221,32409.94474,0,0,0,1,0,0,0,0,0,93.21052632,74.6,113.8888889,212,0,0,0,0,0,0,10,746,9,1025,8192,17,9,20,573154.75,816177.51,1797421,164896,9986158.0,24360.21418,10000000,9949966,BENIGN
443,61100285,12,13,783,3295,378,0,65.25,121.1003528259,1760,0,253.4615384615,605.3090967135,66.7427328694,0.4091633942,2545845.20833333,4371726.93107009,10011736,1,51401938,4672903.45454545,5158834.88362321,10062612,282,61049253,5087437.75,5131374.68714848,10062730,1,0,0,0,0,252,332,0.1963984292,0.212764965,0,1760,156.8461538462,438.3941324706,192189.415384615,0,0,0,1,0,0,0,0,1,163.12,65.25,253.4615384615,252,0,0,0,0,0,0,12,783,13,3295,8192,157,11,20,232563.666666667,444906.874073066,1140726,50804,9950817.16666667,148573.749401995,10011736,9647543,BENIGN
443,64095356,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,1.154529823,0.031203509,64100000.0,0.0,64100000,64100000,64100000,64100000.0,0.0,64100000,64100000,0,0.0,0.0,0,0,1,0,0,0,64,0,0.031203509,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,33168,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,205449,22,46,871,64661,389,0,39.59090909,99.16348171,2896,0,1405.673913,587.2583779,318969.6713,330.9823849,3066.402985,8170.246178,42703,1,205449,9783.285714,12874.1119,42703,1,149292,3317.6,11068.94088,65685,50,0,0,0,0,716,1480,107.0825363,223.8998486,0,2896,949.7391304,808.1771365,653150.2839,0,0,0,1,0,0,0,0,2,963.7058824,39.59090909,1405.673913,716,0,0,0,0,0,0,22,871,46,64661,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56431,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58386,86,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,139534.8837,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11627.90698,11627.90698,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,335,16560,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
7025,65,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,246153.8462,61538.46154,21.66666667,24.68467811,49,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,48,40,30769.23077,30769.23077,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,18,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,18,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0,0,0,40,0,111111.1111,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,16063,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1089,98,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,61224.4898,20408.16327,98.0,0.0,98,98,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,10204.08163,10204.08163,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
